GLOBAL UNIQUE IDENTIFIER,LAST EDITED DATE,TAXONOMIC ORDER,CATEGORY,COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,OBSERVATION COUNT,BREEDING BIRD ATLAS CODE,BREEDING BIRD ATLAS CATEGORY,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,COUNTY,COUNTY CODE,IBA CODE,BCR CODE,USFWS CODE,ATLAS BLOCK,LOCALITY,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,PROTOCOL CODE,PROJECT CODE,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,HAS MEDIA,APPROVED,REVIEWED,REASON,TRIP COMMENTS,SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS428428033,9/15/2016 19:20,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,9/4/2016,7:50:00,obsr623262,S31477491,Traveling,P22,EBIRD,520,77.998,,4,1,G1910460,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS427635905,9/15/2016 19:20,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,9/4/2016,7:50:00,obsr606067,S31420639,Traveling,P22,EBIRD,520,77.998,,4,1,G1910460,0,1,0,,<br />Enviada de eBird Android 1.2.5,
URN:CornellLabOfOrnithology:EBIRD:OBS640053554,1/26/2020 15:29,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/12/2016,8:00:00,obsr3541,S47216370,Traveling,P22,EBIRD,480,40.234,,6,1,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS427740128,9/15/2016 19:20,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,9/4/2016,7:50:00,obsr601243,S31427388,Traveling,P22,EBIRD,520,77.998,,4,1,G1910460,0,1,0,,<br />Enviada de eBird Android 1.2.5,
URN:CornellLabOfOrnithology:EBIRD:OBS454249474,1/4/2017 7:58,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,São João Batista da Canastra,L5219031,P,-20.1525113,-46.6630661,11/5/2016,8:00:00,obsr620877,S33427365,Traveling,P22,EBIRD,300,5,,4,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS536875533,11/16/2020 13:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Bolivia,BO,El Beni,BO-B,,,,,,,Barba Azul Nature Reserve,L1133586,H,-13.763229,-66.0984278,9/27/2017,16:26:00,obsr619119,S39461949,Stationary,P21,EBIRD,150,,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS481102977,11/16/2020 13:57,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Bolivia,BO,El Beni,BO-B,,,,,,,"Onbekende Locatie - -13,202x-66,462 - 26 mrt. 2017 11:06 AM",L5643804,P,-13.2021829,-66.4615064,3/26/2017,11:06:00,obsr619119,S35631316,Traveling,P22,EBIRD,20,1.5,,1,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS543875083,11/16/2020 13:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Bolivia,BO,El Beni,BO-B,,,,,,,Barba Azul Nature Reserve,L1133586,H,-13.763229,-66.0984278,10/18/2017,11:32:00,obsr619119,S40086213,Stationary,P21,EBIRD,15,,,1,1,,0,1,0,,,Female/juv at waterhole Barba azul north
URN:CornellLabOfOrnithology:EBIRD:OBS522242346,4/29/2018 12:21,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,7/27/2017,9:30:00,obsr135769,S38406474,Traveling,P22,EBIRD,525,32.187,,6,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS543943010,2/27/2018 21:27,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,9/25/2017,15:45:00,obsr123480,S40090970,Traveling,P22,EBIRD,150,6.437,,15,1,G2697838,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS855655828,1/25/2020 5:31,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,8/27/2017,6:00:00,obsr921803,S63751525,Traveling,P22,EBIRD,240,30,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS536138762,2/27/2018 21:27,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,9/25/2017,15:45:00,obsr99398,S39410892,Traveling,P22,EBIRD,150,6.437,,15,1,G2697838,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS545982286,10/27/2020 21:16,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Paraguay,PY,Itapúa,PY-7,,,,,,,"Camino a Kanguery, Departamento de Itapúa, PY (-26,5, -55,779)",L6430769,P,-26.50046,-55.7785436,10/29/2017,10:32:00,obsr619119,S40244144,Traveling,P22,EBIRD,71,6.11,,15,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS671288689,8/8/2019 10:27,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/22/2017,,obsr1020004,S49529067,Historical,P62,EBIRD,,,,,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS463643200,11/16/2020 13:57,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Bolivia,BO,El Beni,BO-B,,,,,,,"Onbekende Locatie - -13,51x-66,294 - 26 jan. 2017 10:53 AM",L5410543,P,-13.5096037,-66.2942083,1/26/2017,10:53:00,obsr619119,S34197304,Stationary,P21,EBIRD,10,,,1,0,,0,1,0,,,In savanna at Isla Totai 
URN:CornellLabOfOrnithology:EBIRD:OBS824751598,8/21/2020 10:15,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--São Roque de Minas,L4680493,H,-20.2539235,-46.5511698,7/18/2018,10:00:00,obsr958176,S61210895,Historical,P62,EBIRD,450,,,2,1,,1,1,0,,Para registro pessoal e das espécies no local. Na cia do amigo Luis Leite.,
URN:CornellLabOfOrnithology:EBIRD:OBS996352907,10/15/2020 19:05,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--São Roque de Minas,L4680493,H,-20.2539235,-46.5511698,12/1/2018,6:00:00,obsr911831,S74862713,Traveling,P22,EBIRD,360,10,,5,0,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS668978951,6/9/2019 8:34,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,P ,C3,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/21/2018,7:00:00,obsr527452,S49351622,Traveling,P22,EBIRD,95,24.14,,6,1,G3567389,1,1,0,,Plateau to river ,
URN:CornellLabOfOrnithology:EBIRD:OBS588112691,3/17/2018 10:48,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,3/11/2018,8:00:00,obsr623387,S43663641,Traveling,P22,EBIRD,360,47,,2,1,,1,1,0,,Trecho entre a entrada do Parque até a parte alta da Cachoeira Casca d´anta,
URN:CornellLabOfOrnithology:EBIRD:OBS674043401,6/9/2019 8:34,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,P ,C3,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/21/2018,7:00:00,obsr306217,S49727489,Traveling,P22,EBIRD,95,24.14,,6,1,G3567389,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS682815858,2/4/2019 14:10,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Brazil,BR,Mato Grosso do Sul,BR-MS,,,,,,,Terenos--Estrada de acesso à Reserva Canindé,L3366468,H,-20.4952066,-54.7977998,12/4/2018,16:01:00,obsr517895,S50427019,Traveling,P22,EBIRD_BRA,34,2,,2,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS640292992,7/16/2018 13:57,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,7/14/2018,5:00:00,obsr455602,S47234378,Traveling,P22,EBIRD,720,16.093,,3,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS673978757,6/9/2019 8:34,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,P ,C3,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/21/2018,7:00:00,obsr402712,S49722903,Traveling,P22,EBIRD,95,24.14,,6,1,G3567389,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS674004357,6/9/2019 8:34,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,P ,C3,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/21/2018,7:00:00,obsr431216,S49724840,Traveling,P22,EBIRD,95,24.14,,6,1,G3567389,1,1,0,,Plateau to river ,
URN:CornellLabOfOrnithology:EBIRD:OBS749855251,11/1/2020 13:30,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--Main entrance road,L6139521,H,-20.2601063,-46.4064732,5/3/2019,6:07:00,obsr142759,S55731832,Traveling,P22,EBIRD,416,12.875,,4,1,G4116593,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS830454582,10/27/2020 21:14,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,H ,C2,,Paraguay,PY,Caazapá,PY-6,,,,,,,"21 nov. 2019 14:30-26,452, -56,535",L10182735,P,-26.4521017,-56.5345474,11/21/2019,9:00:00,obsr777669,S61643791,Incidental,P20,EBIRD,,,,3,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS841576114,5/13/2020 18:36,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Chapada dos Veadeiros--Bona Espero,L2934194,H,-14.1371583,-47.6262903,12/22/2019,6:39:00,obsr1406520,S62581515,Incidental,P20,EBIRD,,,,3,0,G4780918,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS824739903,9/23/2020 10:47,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,9/28/2019,15:22:00,obsr227035,S61209947,Traveling,P22,EBIRD,338,64.26,,13,1,G4643690,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS828432367,11/16/2019 15:38,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,"Female, Adult (2); Male, Adult (2)",Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,11/15/2019,12:48:00,obsr760373,S61490087,Traveling,P22,EBIRD,10,0.359,,3,1,,0,1,0,,,Perhaps two pairs. Perched on the tall grass along the road.
URN:CornellLabOfOrnithology:EBIRD:OBS810948560,9/23/2020 10:47,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,9/28/2019,15:22:00,obsr155017,S60209561,Traveling,P22,EBIRD,338,64.26,,13,1,G4643690,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS825134417,9/23/2020 10:47,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,9/28/2019,15:22:00,obsr184039,S61239109,Traveling,P22,EBIRD,338,64.26,,13,1,G4643690,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS749952111,11/1/2020 13:30,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--Main entrance road,L6139521,H,-20.2601063,-46.4064732,5/3/2019,6:07:00,obsr536027,S55737916,Traveling,P22,EBIRD,416,12.875,,4,1,G4116593,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS841478649,5/13/2020 18:36,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Chapada dos Veadeiros--Bona Espero,L2934194,H,-14.1371583,-47.6262903,12/22/2019,6:39:00,obsr809218,S62574278,Incidental,P20,EBIRD,,,,3,0,G4780918,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS824701543,9/23/2020 10:47,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,4,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,9/28/2019,15:22:00,obsr693556,S61207115,Traveling,P22,EBIRD,338,64.26,,13,1,G4643690,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS885091710,3/28/2020 16:21,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,,Brazil,BR,Distrito Federal,BR-DF,,,,,,,PN de Brasília,L865779,H,-15.6806921,-47.9783249,8/16/1977,,obsr17244,S66328983,Historical,P62,EBIRD,,,,2,0,,0,1,0,,,"three females, two males; extensive notes on behavior"
URN:CornellLabOfOrnithology:EBIRD:OBS872463206,9/29/2020 12:47,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,Santa Barbara do Rio Pardo,L10873580,P,-22.9174536,-49.2498863,7/28/1977,,obsr17244,S65309996,Historical,P62,EBIRD,,,,2,0,,0,1,1,,,minimum count based on memory; spent much of this day taking detailed notes on foraging behavior of both males and females
URN:CornellLabOfOrnithology:EBIRD:OBS958923961,29:09.5,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,,Paraguay,PY,Itapúa,PY-7,,,,,,,San Pedro Mi Camp,L11937803,P,-26.5232,-55.8053,10/11/2000,6:00:00,obsr246085,S71697223,Traveling,P22,EBIRD,360,6.437,,2,1,,0,1,0,,"Kyrstoff and I walking trails out to west and back thru field north, east and south.  Big loop through woods and grassland.",
URN:CornellLabOfOrnithology:EBIRD:OBS905224667,02:49.4,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,"Itirapina, São Paulo",L11161287,P,-22.247,-47.93,10/28/2000,6:00:00,obsr1334452,S67979267,Historical,P62,EBIRD,,,,,0,,0,1,1,,,
URN:CornellLabOfOrnithology:EBIRD:OBS395249327,8/8/2019 10:26,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,"Male, Adult (2); Female, Adult (3)",Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,6/11/2007,15:00:00,obsr634999,S29213656,Traveling,P22,EBIRD,300,5,,4,1,,0,1,0,,"With Edson Endrigo, Lina and Ivan Sjögren",
URN:CornellLabOfOrnithology:EBIRD:OBS275499881,10/27/2020 21:10,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,"Laguna Blanca, San Pedro (Paraguay Central)",L2762183,H,-23.7666667,-56.2833333,12/24/2008,,obsr354980,S20164186,Historical,P62,EBIRD,1440,,,3,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS120350627,11/26/2014 10:44,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,5/21/2011,6:00:00,obsr119128,S8363661,Incidental,P20,EBIRD,720,,,4,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS120063725,8/7/2018 14:23,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,5/19/2011,6:00:00,obsr119128,S8343100,Incidental,P20,EBIRD,,,,4,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1028648330,07:24.8,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,7/6/2012,8:01:00,obsr973969,S77468184,Stationary,P21,EBIRD,10,,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS204847525,8/8/2019 10:26,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,6/26/2013,,obsr331267,S14662501,Incidental,P20,EBIRD,,,,3,1,G661475,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS203231689,8/8/2019 10:26,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,6/26/2013,,obsr166861,S14557173,Incidental,P20,EBIRD,,,,3,1,G661475,0,1,0,,Sighting compilation for four days in Serra da Canastra.,
URN:CornellLabOfOrnithology:EBIRD:OBS335093224,11/1/2020 13:28,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,8/5/2015,6:30:00,obsr119128,S24513484,Incidental,P20,EBIRD,,,,2,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS463917938,8/8/2019 10:26,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,10/26/2016,7:00:00,obsr430072,S34218670,Historical,P62,EBIRD,360,30,,3,1,,0,1,0,,With John and Seamus on the higher parts of the park looking for the merganser,
URN:CornellLabOfOrnithology:EBIRD:OBS500783074,5/17/2017 17:48,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,"Male, Adult (3); Female, Adult (2)",Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra -- southern entrance road,L3775026,H,-20.5468119,-46.4083529,5/13/2017,14:18:00,obsr891321,S36916914,Traveling,P22,EBIRD,219,54,,4,1,G2421871,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS501224576,5/17/2017 17:49,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,"Female, Adult (2); Male, Adult (3)",Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra -- southern entrance road,L3775026,H,-20.5468119,-46.4083529,5/13/2017,14:18:00,obsr623262,S36942753,Traveling,P22,EBIRD,219,54,,4,1,G2421871,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS519567785,1/10/2018 18:17,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,7/12/2017,7:50:00,obsr617463,S38202925,Traveling,P22,EBIRD,475,80,,3,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS502299690,5/20/2017 11:26,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,"Female, Adult (2); Male, Adult (3)",Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra -- southern entrance road,L3775026,H,-20.5468119,-46.4083529,5/13/2017,14:18:00,obsr922049,S37006696,Traveling,P22,EBIRD,219,54,,4,1,G2421871,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS500392202,5/17/2017 13:40,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,"Female, Adult (2); Male, Adult (3)",Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra -- southern entrance road,L3775026,H,-20.5468119,-46.4083529,5/13/2017,14:18:00,obsr425521,S36894901,Traveling,P22,EBIRD,219,54,,4,1,G2421871,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS522244046,4/29/2018 12:30,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,7/28/2017,8:00:00,obsr135769,S38406632,Traveling,P22,EBIRD,630,64.374,,6,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS644777857,8/8/2019 10:27,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,7/31/2018,9:00:00,obsr619160,S47578736,Historical,P62,EBIRD,,,,3,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS665787177,8/8/2019 10:27,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--Main entrance road,L6139521,H,-20.2601063,-46.4064732,10/11/2018,8:44:00,obsr526456,S49126680,Traveling,P22,EBIRD,200,16.093,,3,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS609331253,12/9/2019 16:50,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,5/1/2018,13:56:00,obsr425788,S45187564,Traveling,P22,EBIRD,324,20,,4,1,G3216292,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS621140317,12/9/2019 16:50,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,5/1/2018,13:56:00,obsr623370,S45867390,Traveling,P22,EBIRD,324,20,,4,1,G3216292,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS677094031,8/21/2020 10:15,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--São Roque de Minas,L4680493,H,-20.2539235,-46.5511698,11/16/2018,17:20:00,obsr622520,S49980257,Stationary,P21,EBIRD,12,,,1,1,,0,1,0,,,3 machos e 2 fêmeas.
URN:CornellLabOfOrnithology:EBIRD:OBS789303124,7/28/2019 11:51,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,7/28/2019,7:46:00,obsr1029063,S58516564,Traveling,P22,EBIRD,227,1.384,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS810668695,9/28/2019 17:51,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,8/29/2019,7:00:00,obsr835829,S60189849,Traveling,P22,EBIRD,540,16.093,,2,1,G4495434,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS803018855,9/28/2019 17:18,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,8/29/2019,7:00:00,obsr313375,S59619366,Traveling,P22,EBIRD,540,16.093,,2,1,G4495434,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS821424385,6/4/2020 8:02,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,CN,C4,,Brazil,BR,Goiás,BR-GO,,,,,,,Chapada dos Veadeiros--Bona Espero,L2934194,H,-14.1371583,-47.6262903,10/27/2019,6:09:00,obsr760373,S60968410,Traveling,P22,EBIRD,93,6.167,,2,1,,1,1,0,,"We birded briefly around the gallery forest that follows the course of Rio das Cobras, and spent the rest of the morning in the cerrado on the ‘Bona Espero’ road.","Two females (perhaps a juvenile?) and a male observed. One of the females was carrying material for nest-building, while the other was hunting. The male kept on flying around, exhibiting a courtship display. The pair stayed around the same area for the whole morning, which is probably their nesting territory."
URN:CornellLabOfOrnithology:EBIRD:OBS1012248153,11/15/2020 11:57,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,,Brazil,BR,Goiás,BR-GO,,,,,,,"(-14,1462,-47,6276)",L10197228,P,-14.146241,-47.627622,11/15/2020,6:59:00,obsr973969,S76276926,Traveling,P22,EBIRD,50,1.52,,3,1,G5909828,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1014026880,55:43.0,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,,Brazil,BR,Goiás,BR-GO,,,,,,,"(-14,1462,-47,6276)",L10197228,P,-14.146241,-47.627622,11/15/2020,6:59:00,obsr667234,S76422759,Traveling,P22,EBIRD,50,1.52,,3,1,G5909828,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1017436322,39:43.6,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,,Bolivia,BO,El Beni,BO-B,,,,,,,Barba Azul Nature Reserve,L1133586,H,-13.763229,-66.0984278,11/16/2020,11:00:00,obsr1203338,S76663674,Traveling,P22,EBIRD,300,3,,1,1,G5938232,1,1,0,,,
